
                  X            U2 free node 3 
                6.88008           -4.93575    
                6.88576           -4.78234    
                6.89143           -4.61249    
                6.89711           -4.42918    
                6.90278           -4.2356     
                6.90846           -4.03508    
                6.91413           -3.83108    
                6.91981           -3.62709    
                6.92549           -3.42662    
                6.93116           -3.23309    
                6.93684           -3.04988    
                6.94251           -2.88015    
                6.94819           -2.72689    
                6.95386           -2.59283    
                6.95954           -2.48038    
                6.96522           -2.39159    
                6.97089           -2.32811    
                6.97657           -2.29115    
                6.98224           -2.28143    
                6.98792           -2.29918    
                6.99359           -2.3441     
                6.99927           -2.41538    
                7.00495           -2.51172    
                7.01062           -2.63131    
                7.0163            -2.7719     
                7.02197           -2.93084    
                7.02765           -3.10515    
                7.03332           -3.29156    
                7.039             -3.4866     
                7.04468           -3.68669    
                7.05035           -3.88819    
                7.05603           -4.08749    
                7.0617            -4.28107    
                7.06738           -4.46558    
                7.07305           -4.63787    
                7.07873           -4.79507    
                7.0844            -4.9346     
                7.09008           -5.05421    
                7.09576           -5.15202    
                7.10143           -5.22651    
                7.10711           -5.27654    
                7.11278           -5.30135    
                7.11846           -5.3006     
                7.12413           -5.27434    
                7.12981           -5.22301    
                7.13548           -5.14745    
                7.14116           -5.04889    
                7.14683           -4.92895    
                7.15251           -4.78962    
                7.15818           -4.63323    
                7.16386           -4.46245    
                7.16953           -4.2802     
                7.17521           -4.08967    
                7.18088           -3.89422    
                7.18656           -3.69735    
                7.19223           -3.5026     
                7.19791           -3.31349    
                7.20358           -3.13348    
                7.20926           -2.96586    
                7.21494           -2.81367    
                7.22061           -2.67967    
                7.22629           -2.56629    
                7.23196           -2.47552    
                7.23764           -2.40895    
                7.24331           -2.36769    
                7.24899           -2.35236    
                7.25467           -2.36313    
                7.26034           -2.39965    
                7.26602           -2.46116    
                7.27169           -2.54642    
                7.27737           -2.6538     
                7.28305           -2.7813     
                7.28872           -2.92658    
                7.2944            -3.08703    
                7.30007           -3.25977    
                7.30575           -3.44177    
                7.31142           -3.62983    
                7.3171            -3.82067    
                7.32278           -4.01099    
                7.32845           -4.19747    
                7.33413           -4.37689    
                7.3398            -4.54615    
                7.34548           -4.70232    
                7.35115           -4.84268    
                7.35683           -4.96481    
                7.3625            -5.06659    
                7.36818           -5.14627    
                7.37385           -5.20248    
                7.37953           -5.23427    
                7.3852            -5.24111    
                7.39088           -5.22295    
                7.39656           -5.18015    
                7.40223           -5.11353    
                7.40791           -5.02431    
                7.41358           -4.91411    
                7.41926           -4.78492    
                7.42493           -4.63904    
                7.43061           -4.47906    
                7.43628           -4.3078     
                7.44196           -4.12826    
                7.44763           -3.94357    
                7.45331           -3.75696    
                7.45898           -3.57165    
                7.46466           -3.39086    
                7.47033           -3.21775    
                7.47601           -3.05531    
                7.48169           -2.90639    
                7.48736           -2.7736     
                7.49304           -2.65928    
                7.49871           -2.56548    
                7.50439           -2.49386    
                7.51006           -2.44573    
                7.51574           -2.42197    
                7.52142           -2.42303    
                7.52709           -2.4489     
                7.53277           -2.49911    
                7.53844           -2.57276    
                7.54412           -2.6685     
                7.5498            -2.78455    
                7.55547           -2.91877    
                7.56115           -3.06867    
                7.56682           -3.23149    
                7.5725            -3.40421    
                7.57817           -3.58369    
                7.58385           -3.76665    
                7.58953           -3.94979    
                7.5952            -4.12985    
                7.60088           -4.30365    
                7.60655           -4.46818    
                7.61223           -4.6206     
                7.6179            -4.75836    
                7.62358           -4.87917    
                7.62925           -4.98105    
                7.63493           -5.06238    
                7.6406            -5.12187    
                7.64628           -5.15863    
                7.65195           -5.1721     
                7.65763           -5.16214    
                7.6633            -5.12896    
                7.66898           -5.07315    
                7.67465           -4.99566    
                7.68033           -4.89779    
                7.686             -4.78119    
                7.69168           -4.64784    
                7.69736           -4.49998    
                7.70303           -4.34016    
                7.70871           -4.17111    
                7.71438           -3.9958     
                7.72006           -3.8173     
                7.72573           -3.63877    
                7.73141           -3.46341    
                7.73708           -3.29437    
                7.74276           -3.13471    
                7.74843           -2.98733    
                7.75411           -2.85489    
                7.75979           -2.73979    
                7.76546           -2.64411    
                7.77114           -2.56954    
                7.77681           -2.51741    
                7.78249           -2.48857    
                7.78817           -2.48348    
                7.79384           -2.50214    
                7.79952           -2.5441     
                7.80519           -2.60851    
                7.81087           -2.69411    
                7.81654           -2.79928    
                7.82222           -2.92204    
                7.8279            -3.06016    
                7.83357           -3.21113    
                7.83925           -3.37224    
                7.84492           -3.54064    
                7.8506            -3.71335    
                7.85627           -3.88737    
                7.86195           -4.05967    
                7.86763           -4.22725    
                7.8733            -4.38725    
                7.87898           -4.5369     
                7.88465           -4.67363    
                7.89033           -4.7951     
                7.896             -4.89922    
                7.90168           -4.98422    
                7.90735           -5.04863    
                7.91303           -5.09138    
                7.9187            -5.11173    
                7.92438           -5.10937    
                7.93005           -5.08436    
                7.93573           -5.03717    
                7.9414            -4.96866    
                7.94708           -4.88007    
                7.95275           -4.77297    
                7.95843           -4.64927    
                7.9641            -4.51117    
                7.96978           -4.3611     
                7.97546           -4.20173    
                7.98113           -4.03584    
                7.98681           -3.86635    
                7.99248           -3.69624    
                7.99816           -3.52848    
                8.00383           -3.36601    
                8.00951           -3.21168    
                8.01518           -3.06818    
                8.02086           -2.93803    
                8.02653           -2.82352    
                8.03221           -2.72665    
                8.03788           -2.64915    
                8.04356           -2.59238    
                8.04924           -2.55734    
                8.05491           -2.54466    
                8.06059           -2.55455    
                8.06627           -2.58684    
                8.07194           -2.64091    
                8.07762           -2.7158     
                8.08329           -2.81012    
                8.08897           -2.92214    
                8.09465           -3.04981    
                8.10032           -3.19079    
                8.106             -3.34252    
                8.11167           -3.50222    
                8.11735           -3.667      
                8.12302           -3.83389    
                8.1287            -3.99991    
                8.13437           -4.1621     
                8.14005           -4.31763    
                8.14573           -4.46377    
                8.1514            -4.59804    
                8.15708           -4.71813    
                8.16275           -4.82206    
                8.16843           -4.90809    
                8.1741            -4.97486    
                8.17978           -5.02128    
                8.18545           -5.04666    
                8.19113           -5.05064    
                8.1968            -5.03321    
                8.20248           -4.99473    
                8.20815           -4.93587    
                8.21383           -4.85767    
                8.2195            -4.76146    
                8.22518           -4.6489     
                8.23085           -4.52191    
                8.23653           -4.38265    
                8.24221           -4.23353    
                8.24788           -4.07713    
                8.25356           -3.91617    
                8.25923           -3.75349    
                8.26491           -3.59194    
                8.27058           -3.43441    
                8.27626           -3.28372    
                8.28193           -3.14256    
                8.28761           -3.01349    
                8.29328           -2.89883    
                8.29896           -2.80066    
                8.30463           -2.72072    
                8.31031           -2.66046    
                8.31599           -2.62092    
                8.32166           -2.60276    
                8.32734           -2.60627    
                8.33301           -2.6313     
                8.33869           -2.67734    
                8.34437           -2.74346    
                8.35004           -2.8284     
                8.35572           -2.93056    
                8.36139           -3.04804    
                8.36707           -3.1787     
                8.37275           -3.32016    
                8.37842           -3.46989    
                8.3841            -3.62521    
                8.38977           -3.7834     
                8.39545           -3.94167    
                8.40112           -4.09728    
                8.4068            -4.24754    
                8.41247           -4.38986    
                8.41815           -4.52179    
                8.42382           -4.64109    
                8.4295            -4.74572    
                8.43517           -4.83389    
                8.44085           -4.90413    
                8.44653           -4.95523    
                8.4522            -4.98634    
                8.45788           -4.99695    
                8.46355           -4.98689    
                8.46923           -4.95636    
                8.4749            -4.90591    
                8.48058           -4.83645    
                8.48625           -4.7492     
                8.49193           -4.64572    
                8.4976            -4.52782    
                8.50328           -4.39759    
                8.50895           -4.25733    
                8.51463           -4.10951    
                8.5203            -3.95674    
                8.52598           -3.80172    
                8.53166           -3.64716    
                8.53733           -3.49579    
                8.54301           -3.35028    
                8.54868           -3.21318    
                8.55436           -3.08691    
                8.56003           -2.97368    
                8.56571           -2.87548    
                8.57138           -2.79404    
                8.57706           -2.73078    
                8.58273           -2.68681    
                8.58841           -2.6629     
                8.59408           -2.65945    
                8.59976           -2.6765     
                8.60543           -2.71371    
                8.61111           -2.77041    
                8.61679           -2.84554    
                8.62246           -2.93773    
                8.62814           -3.0453     
                8.63381           -3.16629    
                8.63949           -3.2985     
                8.64516           -3.43954    
                8.65084           -3.58686    
                8.65652           -3.73781    
                8.66219           -3.88969    
                8.66787           -4.0398     
                8.67354           -4.1855     
                8.67922           -4.32422    
                8.68489           -4.45357    
                8.69057           -4.57131    
                8.69624           -4.67544    
                8.70192           -4.76422    
                8.70759           -4.83616    
                8.71327           -4.8901     
                8.71894           -4.92518    
                8.72462           -4.94086    
                8.73029           -4.93694    
                8.73597           -4.91353    
                8.74164           -4.87109    
                8.74732           -4.81037    
                8.753             -4.73245    
                8.75867           -4.63868    
                8.76435           -4.53067    
                8.77002           -4.41029    
                8.7757            -4.27962    
                8.78137           -4.14092    
                8.78705           -3.9966     
                8.79272           -3.84918    
                8.7984            -3.70125    
                8.80407           -3.55541    
                8.80975           -3.41426    
                8.81542           -3.2803     
                8.8211            -3.15592    
                8.82677           -3.04337    
                8.83245           -2.94465    
                8.83813           -2.86155    
                8.8438            -2.79554    
                8.84948           -2.7478     
                8.85515           -2.71916    
                8.86083           -2.71011    
                8.8665            -2.72075    
                8.87218           -2.75084    
                8.87785           -2.79978    
                8.88353           -2.86663    
                8.8892            -2.95012    
                8.89488           -3.0487     
                8.90056           -3.16055    
                8.90623           -3.28361    
                8.91191           -3.41567    
                8.91758           -3.55436    
                8.92326           -3.6972     
                8.92893           -3.84168    
                8.93461           -3.98526    
                8.94028           -4.12544    
                8.94596           -4.2598     
                8.95163           -4.38602    
                8.95731           -4.50195    
                8.96298           -4.60562    
                8.96866           -4.69525    
                8.97433           -4.76933    
                8.98001           -4.82663    
                8.98569           -4.86617    
                8.99136           -4.88731    
                8.99704           -4.88969    
                9.00271           -4.87331    
                9.00839           -4.83846    
                9.01406           -4.78576    
                9.01974           -4.71616    
                9.02541           -4.63088    
                9.03109           -4.53141    
                9.03676           -4.41951    
                9.04244           -4.29715    
                9.04811           -4.16649    
                9.05379           -4.02982    
                9.05946           -3.88957    
                9.06514           -3.7482     
                9.07082           -3.60822    
                9.07649           -3.47208    
                9.08217           -3.3422     
                9.08784           -3.22086    
                9.09352           -3.11021    
                9.09919           -3.01219    
                9.10487           -2.92853    
                9.11054           -2.86069    
                9.11622           -2.80986    
                9.12189           -2.77691    
                9.12757           -2.76241    
                9.13324           -2.76658    
                9.13892           -2.78933    
                9.14459           -2.8302     
                9.15027           -2.88845    
                9.15594           -2.963      
                9.16162           -3.05248    
                9.1673            -3.15528    
                9.17297           -3.26952    
                9.17865           -3.39313    
                9.18432           -3.5239     
                9.19              -3.65948    
                9.19567           -3.79744    
                9.20135           -3.93534    
                9.20702           -4.07073    
                9.2127            -4.20125    
                9.21837           -4.32459    
                9.22405           -4.43864    
                9.22972           -4.54142    
                9.2354            -4.63119    
                9.24107           -4.70643    
                9.24675           -4.7659     
                9.25243           -4.8086     
                9.2581            -4.83387    
                9.26378           -4.84133    
                9.26945           -4.83088    
                9.27513           -4.80277    
                9.2808            -4.75752    
                9.28648           -4.69593    
                9.29215           -4.61909    
                9.29783           -4.52835    
                9.3035            -4.42528    
                9.30918           -4.31167    
                9.31485           -4.1895     
                9.32053           -4.06089    
                9.3262            -3.92808    
                9.33188           -3.79341    
                9.33755           -3.65922    
                9.34323           -3.52789    
                9.34891           -3.40175    
                9.35458           -3.28302    
                9.36026           -3.17383    
                9.36593           -3.07612    
                9.37161           -2.99164    
                9.37728           -2.9219     
                9.38296           -2.86813    
                9.38863           -2.83128    
                9.39431           -2.812      
                9.39999           -2.81061    
                9.40566           -2.82707    
                9.41134           -2.86107    
                9.41701           -2.91193    
                9.42269           -2.9787     
                9.42837           -3.06012    
                9.43404           -3.15469    
                9.43972           -3.26068    
                9.44539           -3.37614    
                9.45107           -3.49901    
                9.45674           -3.62708    
                9.46242           -3.75807    
                9.46809           -3.88966    
                9.47377           -4.01956    
                9.47945           -4.1455     
                9.48512           -4.2653     
                9.4908            -4.3769     
                9.49647           -4.47839    
                9.50215           -4.56804    
                9.50782           -4.64434    
                9.5135            -4.70601    
                9.51917           -4.752      
                9.52485           -4.78155    
                9.53052           -4.79419    
                9.5362            -4.78972    
                9.54187           -4.76824    
                9.54755           -4.73014    
                9.55322           -4.67609    
                9.5589            -4.60706    
                9.56458           -4.52425    
                9.57025           -4.42912    
                9.57593           -4.32333    
                9.5816            -4.20876    
                9.58728           -4.08741    
                9.59295           -3.96143    
                9.59863           -3.83304    
                9.6043            -3.7045     
                9.60998           -3.57808    
                9.61565           -3.45603    
                9.62133           -3.3405     
                9.627             -3.23353    
                9.63268           -3.137      
                9.63835           -3.05263    
                9.64403           -2.98189    
                9.6497            -2.92601    
                9.65538           -2.88598    
                9.66106           -2.86248    
                9.66673           -2.85589    
                9.67241           -2.8663     
                9.67808           -2.89349    
                9.68376           -2.93695    
                9.68943           -2.99586    
                9.69511           -3.06914    
                9.70079           -3.15545    
                9.70646           -3.25324    
                9.71214           -3.36072    
                9.71781           -3.47596    
                9.72349           -3.5969     
                9.72916           -3.72138    
                9.73484           -3.84718    
                9.74051           -3.97209    
                9.74619           -4.0939     
                9.75186           -4.21047    
                9.75754           -4.31979    
                9.76321           -4.41995    
                9.76889           -4.50924    
                9.77456           -4.58613    
                9.78024           -4.64933    
                9.78592           -4.69779    
                9.79159           -4.7307     
                9.79727           -4.74754    
                9.80294           -4.74807    
                9.80862           -4.73231    
                9.81429           -4.70059    
                9.81997           -4.65347    
                9.82564           -4.5918     
                9.83132           -4.51668    
                9.83699           -4.42941    
                9.84267           -4.33153    
                9.84834           -4.22474    
                9.85402           -4.1109     
                9.85969           -3.99201    
                9.86537           -3.87014    
                9.87105           -3.74743    
                9.87672           -3.62603    
                9.8824            -3.50808    
                9.88807           -3.39568    
                9.89375           -3.2908     
                9.89942           -3.19532    
                9.9051            -3.11092    
                9.91077           -3.03911    
                9.91645           -2.98117    
                9.92212           -2.93811    
                9.9278            -2.91069    
                9.93348           -2.89939    
                9.93915           -2.90437    
                9.94483           -2.92551    
                9.9505            -2.96241    
                9.95618           -3.01435    
                9.96186           -3.08036    
                9.96753           -3.15922    
                9.97321           -3.24948    
                9.97888           -3.3495     
                9.98456           -3.45746    
                9.99023           -3.57142    
                9.99591           -3.68933    
               10.0016            -3.80912    
               10.0073            -3.92866    
               10.0129            -4.04586    
               10.0186            -4.15868    
               10.0243            -4.26517    
               10.03              -4.36349    
               10.0356            -4.45196    
               10.0413            -4.52909    
               10.047             -4.59356    
               10.0527            -4.64429    
               10.0583            -4.68044    
               10.064             -4.70142    
               10.0697            -4.70688    
               10.0754            -4.69677    
               10.081             -4.67126    
               10.0867            -4.63084    
               10.0924            -4.57621    
               10.0981            -4.50833    
               10.1037            -4.42841    
               10.1094            -4.33783    
               10.1151            -4.2382     
               10.1208            -4.13127    
               10.1264            -4.0189     
               10.1321            -3.90309    
               10.1378            -3.78588    
               10.1435            -3.66934    
               10.1491            -3.55552    
               10.1548            -3.44645    
               10.1605            -3.34404    
               10.1662            -3.25012    
               10.1718            -3.16633    
               10.1775            -3.09416    
               10.1832            -3.03487    
               10.1889            -2.9895     
               10.1945            -2.95883    
               10.2002            -2.94337    
               10.2059            -2.94339    
               10.2116            -2.95884    
               10.2172            -2.98941    
               10.2229            -3.03453    
               10.2286            -3.09336    
               10.2343            -3.16482    
               10.2399            -3.24761    
               10.2456            -3.34022    
               10.2513            -3.441      
               10.257             -3.54812    
               10.2626            -3.65968    
               10.2683            -3.77369    
               10.274             -3.88814    
               10.2797            -4.001      
               10.2854            -4.11029    
               10.291             -4.21412    
               10.2967            -4.31066    
               10.3024            -4.39827    
               10.3081            -4.47543    
               10.3137            -4.54083    
               10.3194            -4.59337    
               10.3251            -4.63216    
               10.3308            -4.65658    
               10.3364            -4.66624    
               10.3421            -4.661      
               10.3478            -4.64099    
               10.3535            -4.60659    
               10.3591            -4.55842    
               10.3648            -4.49734    
               10.3705            -4.42443    
               10.3762            -4.34098    
               10.3818            -4.24844    
               10.3875            -4.14843    
               10.3932            -4.04271    
               10.3989            -3.93312    
               10.4045            -3.82159    
               10.4102            -3.71008    
               10.4159            -3.60054    
               10.4216            -3.49492    
               10.4272            -3.39506    
               10.4329            -3.30275    
               10.4386            -3.21961    
               10.4443            -3.14711    
               10.4499            -3.08654    
               10.4556            -3.03897    
               10.4613            -3.00523    
               10.467             -2.98592    
               10.4726            -2.98134    
               10.4783            -2.99156    
               10.484             -3.01637    
               10.4897            -3.05529    
               10.4953            -3.10758    
               10.501             -3.17229    
               10.5067            -3.24821    
               10.5124            -3.33397    
               10.518             -3.428      
               10.5237            -3.5286     
               10.5294            -3.63398    
               10.5351            -3.74226    
               10.5407            -3.85151    
               10.5464            -3.95981    
               10.5521            -4.06526    
               10.5578            -4.16603    
               10.5634            -4.26037    
               10.5691            -4.34667    
               10.5748            -4.42344    
               10.5805            -4.48938    
               10.5861            -4.54338    
               10.5918            -4.58454    
               10.5975            -4.61216    
               10.6032            -4.62581    
               10.6088            -4.62527    
               10.6145            -4.61058    
               10.6202            -4.58201    
               10.6259            -4.54007    
               10.6315            -4.48552    
               10.6372            -4.4193     
               10.6429            -4.34259    
               10.6486            -4.25673    
               10.6542            -4.16323    
               10.6599            -4.06374    
               10.6656            -3.95999    
               10.6713            -3.85383    
               10.6769            -3.74712    
               10.6826            -3.64174    
               10.6883            -3.53957    
               10.694             -3.4424     
               10.6996            -3.35196    
               10.7053            -3.26984    
               10.711             -3.19749    
               10.7167            -3.13619    
               10.7224            -3.08701    
               10.728             -3.0508     
               10.7337            -3.0282     
               10.7394            -3.01956    
               10.7451            -3.02503    
               10.7507            -3.04447    
               10.7564            -3.0775     
               10.7621            -3.1235     
               10.7678            -3.18163    
               10.7734            -3.25082    
               10.7791            -3.32981    
               10.7848            -3.41718    
               10.7905            -3.51135    
               10.7961            -3.61063    
               10.8018            -3.71327    
               10.8075            -3.81744    
               10.8132            -3.92129    
               10.8188            -4.02302    
               10.8245            -4.12082    
               10.8302            -4.21301    
               10.8359            -4.29798    
               10.8415            -4.37427    
               10.8472            -4.44057    
               10.8529            -4.49576    
               10.8586            -4.5389     
               10.8642            -4.56927    
               10.8699            -4.58638    
               10.8756            -4.58997    
               10.8813            -4.57999    
               10.8869            -4.55666    
               10.8926            -4.52039    
               10.8983            -4.47186    
               10.904             -4.41191    
               10.9096            -4.34161    
               10.9153            -4.26219    
               10.921             -4.17506    
               10.9267            -4.08173    
               10.9323            -3.98385    
               10.938             -3.88314    
               10.9437            -3.78135    
               10.9494            -3.6803     
               10.955             -3.58174    
               10.9607            -3.48742    
               10.9664            -3.399      
               10.9721            -3.31805    
               10.9777            -3.246      
               10.9834            -3.1841     
               10.9891            -3.13347    
               10.9948            -3.09498    
               11.0004            -3.06931    
               11.0061            -3.0569     
               11.0118            -3.05794    
               11.0175            -3.0724     
               11.0231            -3.09998    
               11.0288            -3.14017    
               11.0345            -3.19221    
               11.0402            -3.25516    
               11.0458            -3.32786    
               11.0515            -3.40899    
               11.0572            -3.49708    
               11.0629            -3.59055    
               11.0685            -3.68772    
               11.0742            -3.78687    
               11.0799            -3.88625    
               11.0856            -3.9841     
               11.0912            -4.07871    
               11.0969            -4.16845    
               11.1026            -4.25174    
               11.1083            -4.32718    
               11.1139            -4.39345    
               11.1196            -4.44944    
               11.1253            -4.49421    
               11.131             -4.527      
               11.1366            -4.54727    
               11.1423            -4.55471    
               11.148             -4.5492     
               11.1537            -4.53087    
               11.1594            -4.50005    
               11.165             -4.4573     
               11.1707            -4.40337    
               11.1764            -4.33921    
               11.1821            -4.26596    
               11.1877            -4.1849     
               11.1934            -4.09746    
               11.1991            -4.00516    
               11.2048            -3.90964    
               11.2104            -3.81258    
               11.2161            -3.71569    
               11.2218            -3.62068    
               11.2275            -3.52923    
               11.2331            -3.44295    
               11.2388            -3.36337    
               11.2445            -3.2919     
               11.2502            -3.2298     
               11.2558            -3.17815    
               11.2615            -3.13786    
               11.2672            -3.10962    
               11.2729            -3.09393    
               11.2785            -3.09103    
               11.2842            -3.10095    
               11.2899            -3.12348    
               11.2956            -3.15819    
               11.3012            -3.20445    
               11.3069            -3.26138    
               11.3126            -3.32796    
               11.3183            -3.40298    
               11.3239            -3.48509    
               11.3296            -3.57281    
               11.3353            -3.66458    
               11.341             -3.75876    
               11.3466            -3.8537     
               11.3523            -3.94771    
               11.358             -4.03915    
               11.3637            -4.12642    
               11.3693            -4.20801    
               11.375             -4.2825     
               11.3807            -4.34862    
               11.3864            -4.40522    
               11.392             -4.45136    
               11.3977            -4.48625    
               11.4034            -4.50931    
               11.4091            -4.52017    
               11.4147            -4.51867    
               11.4204            -4.50486    
               11.4261            -4.47899    
               11.4318            -4.44156    
               11.4374            -4.39321    
               11.4431            -4.33482    
               11.4488            -4.26741    
               11.4545            -4.19218    
               11.4601            -4.11045    
               11.4658            -4.02364    
               11.4715            -3.9333     
               11.4772            -3.84099    
               11.4828            -3.74836    
               11.4885            -3.65703    
               11.4942            -3.5686     
               11.4999            -3.48465    
               11.5055            -3.40663    
               11.5112            -3.33594    
               11.5169            -3.27382    
               11.5226            -3.22136    
               11.5282            -3.17948    
               11.5339            -3.14892    
               11.5396            -3.13019    
               11.5453            -3.12363    
               11.5509            -3.12931    
               11.5566            -3.14712    
               11.5623            -3.17672    
               11.568             -3.21755    
               11.5736            -3.26886    
               11.5793            -3.3297     
               11.585             -3.39898    
               11.5907            -3.47543    
               11.5963            -3.55769    
               11.602             -3.64427    
               11.6077            -3.73363    
               11.6134            -3.82419    
               11.6191            -3.91435    
               11.6247            -4.00252    
               11.6304            -4.08716    
               11.6361            -4.16681    
               11.6418            -4.24008    
               11.6474            -4.30571    
               11.6531            -4.36259    
               11.6588            -4.40975    
               11.6645            -4.44639    
               11.6701            -4.4719     
               11.6758            -4.48587    
               11.6815            -4.48807    
               11.6872            -4.4785     
               11.6928            -4.45734    
               11.6985            -4.42497    
               11.7042            -4.38198    
               11.7099            -4.32912    
               11.7155            -4.26734    
               11.7212            -4.19771    
               11.7269            -4.12147    
               11.7326            -4.03995    
               11.7382            -3.95459    
               11.7439            -3.86688    
               11.7496            -3.77838    
               11.7553            -3.69065    
               11.7609            -3.60522    
               11.7666            -3.52362    
               11.7723            -3.44728    
               11.778             -3.37755    
               11.7836            -3.31566    
               11.7893            -3.26269    
               11.795             -3.21959    
               11.8007            -3.18709    
               11.8063            -3.16576    
               11.812             -3.15596    
               11.8177            -3.15784    
               11.8234            -3.17133    
               11.829             -3.19619    
               11.8347            -3.23193    
               11.8404            -3.27789    
               11.8461            -3.33324    
               11.8517            -3.39696    
               11.8574            -3.4679     
               11.8631            -3.5448     
               11.8688            -3.62626    
               11.8744            -3.71084    
               11.8801            -3.79705    
               11.8858            -3.88335    
               11.8915            -3.96823    
               11.8971            -4.0502     
               11.9028            -4.12784    
               11.9085            -4.1998     
               11.9142            -4.26484    
               11.9198            -4.32183    
               11.9255            -4.36981    
               11.9312            -4.40796    
               11.9369            -4.43564    
               11.9425            -4.45239    
               11.9482            -4.45795    
               11.9539            -4.45223    
               11.9596            -4.43537    
               11.9652            -4.40768    
               11.9709            -4.36965    
               11.9766            -4.32197    
               11.9823            -4.26548    
               11.9879            -4.20118    
               11.9936            -4.13021    
               11.9993            -4.05381    
               12.005             -3.97332    
               12.0106            -3.89017    
               12.0163            -3.80582    
               12.022             -3.72175    
               12.0277            -3.63944    
               12.0333            -3.56034    
               12.039             -3.48584    
               12.0447            -3.41727    
               12.0504            -3.35581    
               12.0561            -3.30257    
               12.0617            -3.25846    
               12.0674            -3.22427    
               12.0731            -3.20058    
               12.0788            -3.1878     
               12.0844            -3.18614    
               12.0901            -3.1956     
               12.0958            -3.216      
               12.1015            -3.24695    
               12.1071            -3.28788    
               12.1128            -3.33803    
               12.1185            -3.3965     
               12.1242            -3.46221    
               12.1298            -3.53399    
               12.1355            -3.61056    
               12.1412            -3.69053    
               12.1469            -3.77249    
               12.1525            -3.85498    
               12.1582            -3.93656    
               12.1639            -4.0158     
               12.1696            -4.0913     
               12.1752            -4.16176    
               12.1809            -4.22596    
               12.1866            -4.28279    
               12.1923            -4.33129    
               12.1979            -4.37064    
               12.2036            -4.40016    
               12.2093            -4.41938    
               12.215             -4.42798    
               12.2206            -4.42583    
               12.2263            -4.41299    
               12.232             -4.3897     
               12.2377            -4.3564     
               12.2433            -4.31366    
               12.249             -4.26226    
               12.2547            -4.20309    
               12.2604            -4.1372     
               12.266             -4.06575    
               12.2717            -3.99       
               12.2774            -3.91127    
               12.2831            -3.83096    
               12.2887            -3.75048    
               12.2944            -3.67125    
               12.3001            -3.59466    
               12.3058            -3.52207    
               12.3114            -3.45476    
