
                  X            U2 free node 2 
              818.688E-03          1.28337    
              824.361E-03          1.27447    
              830.034E-03          1.25083    
              835.707E-03          1.21808    
              841.381E-03          1.18309    
              847.056E-03          1.15298    
              852.732E-03          1.13476    
              858.409E-03          1.13501    
              864.087E-03          1.15885    
              869.766E-03          1.20878    
              875.445E-03          1.28435    
              881.124E-03          1.38263    
              886.803E-03          1.49864    
              892.481E-03          1.62541    
              898.159E-03          1.75424    
              903.835E-03          1.8758     
              909.51E-03           1.98146    
              915.183E-03          2.06409    
              920.856E-03          2.11844    
              926.528E-03          2.14147    
              932.199E-03          2.13285    
              937.869E-03          2.09522    
              943.54E-03           2.03371    
              949.212E-03          1.95502    
              954.884E-03          1.86676    
              960.558E-03          1.7768     
              966.233E-03          1.69257    
              971.908E-03          1.62017    
              977.585E-03          1.56357    
              983.262E-03          1.5244     
              988.94E-03           1.5021     
              994.618E-03          1.49402    
                1.0003             1.49575    
                1.00597            1.50158    
                1.01165            1.50538    
                1.01732            1.50146    
                1.023              1.48517    
                1.02867            1.45343    
                1.03435            1.40502    
                1.04002            1.34091    
                1.04569            1.2642     
                1.05137            1.17979    
                1.05704            1.09382    
                1.06272            1.01307    
                1.06839          944.345E-03  
                1.07407          893.806E-03  
                1.07975          866.326E-03  
                1.08543          864.952E-03  
                1.0911           890.622E-03  
                1.09678          942.112E-03  
                1.10246            1.01616    
                1.10814            1.10773    
                1.11382            1.21049    
                1.1195             1.31741    
                1.12518            1.42153    
                1.13085            1.51659    
                1.13653            1.59757    
                1.1422             1.66114    
                1.14787            1.70592    
                1.15355            1.73259    
                1.15922            1.74366    
                1.16489            1.74311    
                1.17056            1.7358     
                1.17624            1.72695    
                1.18191            1.72145    
                1.18759            1.72326    
                1.19327            1.7349     
                1.19894            1.75715    
                1.20462            1.78893    
                1.2103             1.82746    
                1.21597            1.86847    
                1.22165            1.90675    
                1.22732            1.93668    
                1.233              1.95297    
                1.23867            1.95121    
                1.24434            1.92844    
                1.25002            1.88343    
                1.25569            1.81697    
                1.26136            1.73179    
                1.26703            1.63231    
                1.27271            1.52425    
                1.27838            1.41406    
                1.28406            1.30836    
                1.28973            1.21328    
                1.29541            1.13396    
                1.30109            1.07405    
                1.30676            1.03547    
                1.31244            1.01827    
                1.31812            1.02075    
                1.3238             1.03968    
                1.32948            1.07068    
                1.33516            1.10875    
                1.34083            1.14883    
                1.34651            1.18631    
                1.35218            1.21752    
                1.35786            1.24011    
                1.36353            1.25325    
                1.36921            1.2577     
                1.37488            1.25568    
                1.38056            1.25058    
                1.38623            1.24654    
                1.39191            1.24797    
                1.39758            1.25904    
                1.40326            1.28311    
                1.40894            1.32236    
                1.41461            1.37744    
                1.42029            1.44734    
                1.42597            1.52943    
                1.43165            1.6196     
                1.43732            1.71267    
                1.443              1.80287    
                1.44868            1.88433    
                1.45435            1.95173    
                1.46002            2.00074    
                1.4657             2.02847    
                1.47137            2.03372    
                1.47704            2.01706    
                1.48271            1.98077    
                1.48839            1.92852    
                1.49406            1.86498    
                1.49973            1.79533    
                1.50541            1.72475    
                1.51108            1.65786    
                1.51676            1.59833    
                1.52243            1.54852    
                1.52811            1.50938    
                1.53379            1.4804     
                1.53946            1.4598     
                1.54514            1.44479    
                1.55082            1.43203    
                1.55649            1.41802    
                1.56217            1.39959    
                1.56784            1.37431    
                1.57352            1.34078    
                1.57919            1.29887    
                1.58487            1.24974    
                1.59054            1.19578    
                1.59622            1.14036    
                1.60189            1.08752    
                1.60757            1.04155    
                1.61324            1.00659    
                1.61892          986.179E-03  
                1.6246           982.918E-03  
                1.63028          998.18E-03   
                1.63595            1.03197    
                1.64163            1.08289    
                1.64731            1.14829    
                1.65299            1.22446    
                1.65866            1.30702    
                1.66434            1.39125    
                1.67002            1.47262    
                1.67569            1.54711    
                1.68137            1.6116     
                1.68704            1.6641     
                1.69272            1.70388    
                1.69839            1.73147    
                1.70406            1.74848    
                1.70974            1.75735    
                1.71541            1.76103    
                1.72109            1.76255    
                1.72676            1.76464    
                1.73244            1.7694     
                1.73811            1.77799    
                1.74379            1.79054    
                1.74946            1.80607    
                1.75514            1.8226     
                1.76081            1.83745    
                1.76649            1.84746    
                1.77216            1.84945    
                1.77784            1.84057    
                1.78351            1.81866    
                1.78919            1.78257    
                1.79486            1.73229    
                1.80053            1.66905    
                1.80621            1.59522    
                1.81188            1.51416    
                1.81756            1.42989    
                1.82323            1.34674    
                1.82891            1.26902    
                1.83458            1.20056    
                1.84026            1.14445    
                1.84593            1.10277    
                1.85161            1.07645    
                1.85729            1.06524    
                1.86297            1.0678     
                1.86865            1.08188    
                1.87432            1.10459    
                1.88               1.13274    
                1.88568            1.16318    
                1.89135            1.19311    
                1.89703            1.22039    
                1.9027             1.24373    
                1.90838            1.26277    
                1.91405            1.27812    
                1.91973            1.29122    
                1.9254             1.30415    
                1.93108            1.31932    
                1.93676            1.33919    
                1.94243            1.36592    
                1.94811            1.40109    
                1.95378            1.44542    
                1.95946            1.49865    
                1.96514            1.55947    
                1.97081            1.6256     
                1.97649            1.69396    
                1.98217            1.76091    
                1.98784            1.82258    
                1.99352            1.87527    
                1.99919            1.91574    
                2.00486            1.94154    
                2.01054            1.95125    
                2.01621            1.94457    
                2.02188            1.92237    
                2.02756            1.88654    
                2.03323            1.83984    
                2.0389             1.78556    
                2.04458            1.72723    
                2.05025            1.66829    
                2.05593            1.61173    
                2.0616             1.55988    
                2.06728            1.51424    
                2.07296            1.47537    
                2.07863            1.44297    
                2.08431            1.41596    
                2.08999            1.39272    
                2.09566            1.37133    
                2.10134            1.34985    
                2.10701            1.3266     
                2.11269            1.30042    
                2.11836            1.27079    
                2.12404            1.238      
                2.12971            1.20309    
                2.13539            1.1678     
                2.14106            1.1344     
                2.14674            1.10549    
                2.15242            1.0837     
                2.15809            1.07146    
                2.16377            1.0707     
                2.16945            1.08269    
                2.17512            1.10787    
                2.1808             1.14577    
                2.18648            1.19504    
                2.19216            1.25356    
                2.19783            1.31859    
                2.20351            1.38703    
                2.20919            1.45566    
                2.21486            1.52143    
                2.22054            1.58172    
                2.22621            1.6345     
                2.23189            1.67851    
                2.23756            1.71328    
                2.24323            1.73915    
                2.24891            1.75709    
                2.25458            1.76856    
                2.26026            1.77531    
                2.26593            1.77906    
                2.27161            1.78136    
                2.27728            1.78331    
                2.28296            1.78546    
                2.28863            1.78774    
                2.29431            1.78946    
                2.29998            1.78941    
                2.30566            1.78599    
                2.31133            1.77747    
                2.31701            1.76218    
                2.32268            1.73877    
                2.32836            1.70639    
                2.33403            1.66484    
                2.33971            1.61466    
                2.34538            1.55716    
                2.35105            1.49428    
                2.35673            1.42852    
                2.3624             1.3627     
                2.36808            1.29973    
                2.37376            1.24239    
                2.37943            1.19309    
                2.38511            1.15368    
                2.39078            1.12535    
                2.39646            1.10849    
                2.40214            1.10276    
                2.40782            1.10714    
                2.41349            1.12009    
                2.41917            1.13966    
                2.42485            1.16381    
                2.43052            1.19053    
                2.4362             1.21808    
                2.44187            1.24516    
                2.44755            1.27098    
                2.45323            1.29535    
                2.4589             1.31862    
                2.46458            1.34161    
                2.47025            1.36546    
                2.47593            1.39145    
                2.4816             1.4208     
                2.48728            1.45447    
                2.49296            1.49298    
                2.49863            1.5363     
                2.50431            1.58377    
                2.50998            1.63411    
                2.51566            1.68546    
                2.52134            1.73558    
                2.52701            1.78196    
                2.53269            1.82209    
                2.53836            1.85366    
                2.54403            1.87479    
                2.54971            1.88421    
                2.55538            1.88133    
                2.56106            1.86635    
                2.56673            1.8402     
                2.5724             1.80447    
                2.57808            1.76122    
                2.58375            1.71285    
                2.58943            1.66181    
                2.5951             1.61044    
                2.60078            1.56077    
                2.60645            1.51435    
                2.61213            1.4722     
                2.6178             1.43474    
                2.62348            1.40185    
                2.62916            1.37295    
                2.63483            1.34715    
                2.64051            1.32341    
                2.64618            1.30072    
                2.65186            1.27824    
                2.65754            1.25548    
                2.66321            1.23235    
                2.66889            1.20922    
                2.67456            1.18694    
                2.68024            1.1667     
                2.68591            1.14999    
                2.69159            1.1384     
                2.69727            1.13347    
                2.70294            1.13654    
                2.70862            1.14857    
                2.7143             1.17004    
                2.71997            1.20086    
                2.72565            1.24037    
                2.73133            1.28734    
                2.737              1.34006    
                2.74268            1.39647    
                2.74836            1.45433    
                2.75403            1.51139    
                2.75971            1.56553    
                2.76538            1.61497    
                2.77106            1.65834    
                2.77673            1.69478    
                2.78241            1.72395    
                2.78808            1.74602    
                2.79376            1.76155    
                2.79943            1.77141    
                2.8051             1.77663    
                2.81078            1.77822    
                2.81645            1.77708    
                2.82213            1.77383    
                2.8278             1.7688     
                2.83348            1.76194    
                2.83915            1.75288    
                2.84483            1.74097    
                2.8505             1.72542    
                2.85618            1.7054     
                2.86185            1.68017    
                2.86753            1.64926    
                2.8732             1.61254    
                2.87888            1.57029    
                2.88455            1.52326    
                2.89023            1.47263    
                2.8959             1.41996    
                2.90158            1.36708    
                2.90725            1.31596    
                2.91293            1.26856    
                2.9186             1.22667    
                2.92428            1.19181    
                2.92996            1.16508    
                2.93563            1.14711    
                2.94131            1.13805    
                2.94699            1.13754    
                2.95266            1.14482    
                2.95834            1.15878    
                2.96402            1.17811    
                2.96969            1.20144    
                2.97537            1.22746    
                2.98105            1.25501    
                2.98672            1.28323    
                2.9924             1.31156    
                2.99807            1.33981    
                3.00375            1.36808    
                3.00942            1.39672    
                3.0151             1.42625    
                3.02077            1.45721    
                3.02645            1.49006    
                3.03213            1.52506    
                3.0378             1.56217    
                3.04348            1.60102    
                3.04915            1.64082    
                3.05483            1.68045    
                3.0605             1.71851    
                3.06618            1.7534     
                3.07186            1.78344    
                3.07753            1.80706    
                3.0832             1.8229     
                3.08888            1.82994    
                3.09455            1.82763    
                3.10023            1.81588    
                3.1059             1.79514    
                3.11158            1.76633    
                3.11725            1.73075    
                3.12292            1.69001    
                3.1286             1.64586    
                3.13427            1.60009    
                3.13995            1.55435    
                3.14562            1.51006    
                3.1513             1.46832    
                3.15698            1.42987    
                3.16265            1.39508    
                3.16833            1.36396    
                3.174              1.33626    
                3.17968            1.31154    
                3.18536            1.28928    
                3.19103            1.26898    
                3.19671            1.25027    
                3.20238            1.23298    
                3.20806            1.21719    
                3.21373            1.20324    
                3.21941            1.19174    
                3.22509            1.18346    
                3.23076            1.1793     
                3.23644            1.18018    
                3.24211            1.18694    
                3.24779            1.20022    
                3.25347            1.22038    
                3.25914            1.24745    
                3.26482            1.28105    
                3.2705             1.32046    
                3.27617            1.36456    
                3.28185            1.41198    
                3.28752            1.46115    
                3.2932             1.5104     
                3.29888            1.55809    
                3.30455            1.60273    
                3.31023            1.64305    
                3.3159             1.6781     
                3.32158            1.70726    
                3.32725            1.73027    
                3.33293            1.7472     
                3.3386             1.75837    
                3.34427            1.76433    
                3.34995            1.76569    
                3.35562            1.76312    
                3.3613             1.75717    
                3.36697            1.74829    
                3.37265            1.73673    
                3.37832            1.72256    
                3.384              1.70569    
                3.38967            1.6859     
                3.39535            1.66288    
                3.40102            1.63639    
                3.4067             1.60625    
                3.41237            1.57248    
                3.41805            1.53529    
                3.42372            1.4952     
                3.4294             1.45297    
                3.43507            1.40962    
                3.44075            1.36634    
                3.44642            1.32447    
                3.4521             1.28539    
                3.45777            1.25041    
                3.46345            1.22068    
                3.46913            1.19714    
                3.4748             1.18043    
                3.48048            1.17088    
                3.48616            1.16847    
                3.49183            1.17286    
                3.49751            1.18346    
                3.50319            1.19946    
                3.50886            1.21993    
                3.51454            1.2439     
                3.52021            1.27044    
                3.52589            1.29874    
                3.53157            1.32813    
                3.53724            1.35816    
                3.54292            1.38856    
                3.54859            1.41924    
                3.55427            1.45022    
                3.55994            1.48161    
                3.56562            1.51351    
                3.5713             1.54593    
                3.57697            1.57876    
                3.58265            1.6117     
                3.58832            1.64425    
                3.594              1.67567    
                3.59967            1.70507    
                3.60535            1.73142    
                3.61102            1.75364    
                3.6167             1.77067    
                3.62237            1.78158    
                3.62805            1.78564    
                3.63372            1.78241    
                3.6394             1.77174    
                3.64507            1.75385    
                3.65074            1.72931    
                3.65642            1.69898    
                3.66209            1.66394    
                3.66777            1.62547    
                3.67344            1.5849     
                3.67912            1.54355    
                3.68479            1.50263    
                3.69047            1.46319    
                3.69614            1.42606    
                3.70182            1.39179    
                3.7075             1.36072    
                3.71317            1.33296    
                3.71885            1.30845    
                3.72452            1.28699    
                3.7302             1.26836    
                3.73588            1.25234    
                3.74155            1.23879    
                3.74723            1.22768    
                3.7529             1.21911    
                3.75858            1.21334    
                3.76426            1.21075    
                3.76993            1.21178    
                3.77561            1.21694    
                3.78128            1.22669    
                3.78696            1.24139    
                3.79264            1.26124    
                3.79831            1.28625    
                3.80399            1.31618    
                3.80966            1.35051    
                3.81534            1.38851    
                3.82102            1.42921    
                3.82669            1.47147    
                3.83237            1.51407    
                3.83804            1.55574    
                3.84372            1.59527    
                3.8494             1.63157    
                3.85507            1.66372    
                3.86074            1.69105    
                3.86642            1.7131     
                3.87209            1.72968    
                3.87777            1.74083    
                3.88344            1.74677    
                3.88912            1.74785    
                3.89479            1.74453    
                3.90047            1.73725    
                3.90614            1.72647    
                3.91182            1.71255    
                3.91749            1.69577    
                3.92317            1.67632    
                3.92884            1.65432    
                3.93452            1.62981    
                3.94019            1.60283    
                3.94587            1.57346    
                3.95154            1.54183    
                3.95722            1.50821    
                3.96289            1.47299    
                3.96857            1.43674    
                3.97424            1.40014    
                3.97992            1.36404    
                3.98559            1.32934    
                3.99127            1.29702    
                3.99695            1.26802    
                4.00262            1.24321    
                4.0083             1.22333    
                4.01397            1.20894    
                4.01965            1.20038    
                4.02533            1.1978     
                4.031              1.20107    
                4.03668            1.20988    
                4.04236            1.22374    
                4.04803            1.24203    
                4.05371            1.26403    
                4.05938            1.28901    
                4.06506            1.31626    
                4.07074            1.34513    
                4.07641            1.37507    
                4.08209            1.40564    
                4.08776            1.43651    
                4.09344            1.46744    
                4.09911            1.49824    
                4.10479            1.52879    
                4.11047            1.55892    
                4.11614            1.58842    
                4.12182            1.61702    
                4.12749            1.64431    
                4.13317            1.66979    
                4.13884            1.69288    
                4.14452            1.7129     
                4.15019            1.72916    
                4.15587            1.74095    
                4.16154            1.74769    
                4.16722            1.74887    
                4.17289            1.74419    
                4.17857            1.73356    
                4.18424            1.71711    
                4.18991            1.69522    
                4.19559            1.66849    
                4.20126            1.63769    
                4.20694            1.60376    
                4.21261            1.56773    
                4.21829            1.53062    
                4.22396            1.49345    
                4.22964            1.45714    
                4.23531            1.42247    
                4.24099            1.39009    
                4.24667            1.36045    
                4.25234            1.33385    
                4.25802            1.31044    
                4.26369            1.29025    
                4.26937            1.27323    
                4.27504            1.25929    
                4.28072            1.24836    
                4.2864             1.24037    
                4.29207            1.23535    
                4.29775            1.23335    
                4.30342            1.23453    
                4.3091             1.23907    
                4.31478            1.24719    
                4.32045            1.25909    
                4.32613            1.27492    
                4.3318             1.29474    
                4.33748            1.31848    
                4.34316            1.34593    
                4.34883            1.3767     
                4.35451            1.41023    
                4.36018            1.44581    
                4.36586            1.48259    
                4.37154            1.51963    
                4.37721            1.55597    
                4.38289            1.59063    
                4.38856            1.62269    
                4.39424            1.65136    
                4.39991            1.67597    
                4.40559            1.69604    
                4.41126            1.71127    
                4.41694            1.72153    
                4.42261            1.72686    
                4.42829            1.72746    
                4.43396            1.72361    
                4.43964            1.71568    
                4.44531            1.70405    
                4.45099            1.68912    
                4.45666            1.67125    
                4.46234            1.65078    
                4.46801            1.62797    
                4.47368            1.60309    
                4.47936            1.57635    
                4.48503            1.54799    
                4.49071            1.51826    
                4.49639            1.48744    
                4.50206            1.45593    
                4.50774            1.42415    
                4.51341            1.39264    
                4.51909            1.362      
                4.52476            1.3329     
                4.53044            1.30601    
                4.53611            1.28203    
                4.54179            1.26159    
                4.54747            1.24526    
                4.55314            1.23349    
                4.55882            1.22659    
                4.56449            1.22473    
                4.57017            1.2279     
                4.57585            1.23593    
                4.58152            1.24851    
                4.5872             1.26522    
                4.59288            1.28552    
                4.59855            1.30884    
                4.60423            1.33458    
                4.6099             1.36214    
                4.61558            1.39097    
                4.62126            1.42056    
                4.62693            1.45048    
                4.63261            1.48034    
                4.63828            1.50981    
                4.64396            1.53861    
                4.64963            1.56647    
                4.65531            1.59311    
                4.66098            1.61822    
                4.66666            1.64148    
                4.67233            1.66251    
                4.67801            1.68089    
                4.68369            1.69617    
                4.68936            1.70789    
                4.69503            1.71563    
                4.70071            1.71901    
                4.70638            1.71772    
                4.71206            1.7116     
                4.71773            1.7006     
                4.72341            1.68487    
                4.72908            1.66468    
                4.73476            1.6405     
                4.74043            1.61291    
                4.74611            1.58262    
                4.75178            1.55044    
                4.75746            1.51718    
                4.76313            1.48367    
                4.76881            1.45071    
                4.77448            1.41901    
                4.78016            1.38918    
                4.78584            1.36172    
                4.79151            1.337      
                4.79719            1.31528    
                4.80286            1.29671    
                4.80854            1.28137    
                4.81422            1.26926    
                4.81989            1.26035    
                4.82557            1.25461    
                4.83124            1.252      
                4.83692            1.25252    
                4.84259            1.25618    
                4.84827            1.26301    
                4.85395            1.27305    
                4.85962            1.28634    
                4.8653             1.30286    
                4.87097            1.32258    
                4.87665            1.34535    
                4.88233            1.37094    
                4.888              1.39901    
                4.89368            1.42911    
                4.89935            1.46066    
                4.90503            1.49302    
                4.9107             1.52544    
                4.91638            1.55717    
                4.92206            1.58741    
                4.92773            1.61542    
                4.93341            1.64052    
                4.93908            1.66213    
                4.94476            1.67977    
                4.95043            1.69312    
                4.95611            1.702      
                4.96178            1.70636    
                4.96746            1.70628    
                4.97313            1.70196    
                4.97881            1.69367    
                4.98448            1.68175    
                4.99016            1.66657    
                4.99583            1.64852    
                5.0015             1.62797    
                5.00718            1.60529    
                5.01286            1.58082    
                5.01853            1.55489    
                5.02421            1.52782    
                5.02988            1.49994    
                5.03556            1.47157    
                5.04123            1.44309    
                5.04691            1.41487    
                5.05258            1.38736    
                5.05826            1.36102    
                5.06393            1.33634    
                5.06961            1.31383    
                5.07529            1.29399    
                5.08096            1.2773     
                5.08664            1.26417    
                5.09231            1.25495    
                5.09799            1.2499     
                5.10367            1.24915    
                5.10934            1.25274    
                5.11502            1.26057    
                5.12069            1.27243    
                5.12637            1.28801    
                5.13205            1.3069     
                5.13772            1.32865    
                5.1434             1.35274    
                5.14908            1.37866    
                5.15475            1.40586    
                5.16043            1.43386    
                5.1661             1.46216    
                5.17178            1.49034    
                5.17745            1.518      
                5.18313            1.54477    
                5.1888             1.57031    
                5.19448            1.59431    
                5.20015            1.61646    
                5.20583            1.63645    
                5.21151            1.65398    
                5.21718            1.66872    
                5.22286            1.68039    
                5.22853            1.68866    
                5.23421            1.69329    
                5.23988            1.69405    
                5.24555            1.69079    
                5.25123            1.68344    
                5.2569             1.67202    
                5.26258            1.65669    
                5.26825            1.6377     
                5.27393            1.61542    
                5.2796             1.59034    
                5.28528            1.56302    
                5.29095            1.53409    
                5.29663            1.50424    
                5.3023             1.47413    
                5.30798            1.44444    
                5.31366            1.4158     
                5.31933            1.38876    
                5.32501            1.36381    
                5.33068            1.34133    
                5.33636            1.32163    
                5.34203            1.30491    
                5.34771            1.29132    
                5.35339            1.28091    
                5.35906            1.27371    
                5.36474            1.26969    
                5.37041            1.26882    
                5.37609            1.27106    
                5.38176            1.27633    
                5.38744            1.2846     
                5.39312            1.2958     
